"","tax_fam","tax_gen","tax_esp","gen_count","fam_count"
"675","Sapotaceae","Englerophytum","stelechantha",2,13
"676","Sapotaceae","Gluema","ivorensis",1,13
"677","Sapotaceae","Lecomtedoxa","nogo",2,13
"678","Sapotaceae","Lecomtedoxa","saint-aubinii",2,13
"679","Sapotaceae","Manilkara","fouilloyana",2,13
"680","Sapotaceae","Manilkara","microphylla",2,13
"681","Sapotaceae","Neolemonniera","batesii",1,13
"682","Sapotaceae","Omphalocarpum","elatum",2,13
"683","Sapotaceae","Omphalocarpum","procerum",2,13
"684","Sapotaceae","Pachystela","buluensis",1,13
"685","Sapotaceae","Synsepalum","afzelii",6,13
"686","Sapotaceae","Synsepalum","brevipes",6,13
"687","Sapotaceae","Synsepalum","congolense",6,13
"688","Sapotaceae","Synsepalum","fleuryanum",6,13
"689","Sapotaceae","Synsepalum","longicuneatum",6,13
"690","Sapotaceae","Synsepalum","seretii",6,13
"691","Sapotaceae","Tieghemella","africana",1,13
"692","Sapotaceae","Tridesmostemon","omphalocarpoides",1,13
"693","Simaroubaceae","Pierreodendron","africanum",1,2
"694","Simaroubaceae","Quassia","africana",3,2
"695","Simaroubaceae","Quassia","gabonensis",3,2
"696","Simaroubaceae","Quassia","silvestris",3,2
"697","Stemonuraceae","Lasianthera","africana",1,1
"698","Thomandersiaceae","Thomandersia","hensii",1,1
"699","Thymelaeaceae","Octolepis","casearia",1,1
"700","Tiliaceae","Grewia","coriacea",2,NA
"701","Urticaceae","Musanga","cecropioides",1,2
"702","Urticaceae","Myrianthus","arboreus",2,2
"703","Urticaceae","Myrianthus","serratus",2,2
"704","Violaceae","Allexis","batangae",1,3
"705","Violaceae","Decorsella","arborea",1,3
"706","Violaceae","Rinorea","angustifolia",9,3
"707","Violaceae","Rinorea","brachypetala",9,3
"708","Violaceae","Rinorea","gabunensis",9,3
"709","Violaceae","Rinorea","kamerunensis",9,3
"710","Violaceae","Rinorea","longicuspis",9,3
"711","Violaceae","Rinorea","longisepala",9,3
"712","Violaceae","Rinorea","parviflora",9,3
"713","Violaceae","Rinorea","subsessilis",9,3
"714","Violaceae","Rinorea","welwitschii",9,3
"715","Vochysiaceae","Erismadelphus","exsul",2,1
"716","Vochysiaceae","Erismadelphus","sessilis",2,1
"717","Zygophyllaceae","Balanites","wilsoniana",1,1
