"","plot_name","ddlon","ddlat","Al","Ca","Cu","Fe","Mg","Mn","P","K","Zn","pH","Sand","OM","cec","BIO01","BIO02","BIO03","BIO04","BIO05","BIO06","BIO07","BIO08","BIO09","BIO10","BIO11","BIO12","BIO13","BIO14","BIO15","BIO16","BIO17","BIO18","BIO19","CLOUDinter","CLOUDintra","CLOUDmean","CLOUDseason","aspect","cnd","ci","elev","hand","lsf","plc","prc","tca","vd","twi","slope","api","hapi","LOGG"
"11","TCB012",14.088,-1.46354,157,4.45,0.33,306.31,3.94,0.58,32.12,14.72,0.15,3.66,89.56,2.83,0.89,236.161209106445,47,589.138061523438,677.132690429688,273.023162841797,192.339279174805,80,234.339279174805,227.161209106445,245.161209106445,225.339279174805,1700.21203613281,244.743881225586,13.3446187973022,53,714.562866210938,65.4069900512695,555.2978515625,66.6430206298828,711.736694335938,477.396087646484,8285.33203125,22.047534942627,4.70973777770996,12.7064332962036,1.58823454380035,477.799072265625,15.6389570236206,3.09248805046082,4562107,-2829725.25,4.15515751228668e-05,135.032440185547,-14.6491975784302,1.54352259635925,0.373175263404846,0.484603017568588,0
"12","TCB013",14.0698,-1.61983,174.4,2.78,0.04,415.25,3.35,0.84,12.48,14.41,0.23,3.71,94.22,4.2,1.61,234.829208374023,48,587.9951171875,673.761840820312,270.867767333984,189.867767333984,81,232.867767333984,225.829208374023,243.829208374023,223.872619628906,1865.55517578125,275.754211425781,14.107105255127,54,816.176147460938,64.3213119506836,588.313171386719,72.5355224609375,727.992858886719,485.852203369141,8319.0205078125,10.457368850708,2.31804299354553,46.0079917907715,3.15950393676758,525.228149414062,55.5700302124023,2.37958240509033,706830,11366180,4.6677228056069e-06,102.878448486328,-16.3802471160889,1.55331909656525,0.336358904838562,0.304745703935623,0
"13","TCB015",14.0461,-1.69459,163.38,2.1,0.13,169.38,2.63,0.34,9.01,8.58,0.14,3.82,89.34,3.71,0.73,236.424209594727,48,586.169494628906,673.692504882812,273.254730224609,191.430206298828,82,235.29216003418,227.424209594727,245.430206298828,226.29216003418,1919.41662597656,263.58154296875,14.3194875717163,53,789.042419433594,68.1321411132812,652.1357421875,71.3213653564453,795.110900878906,522.939086914062,8135.81884765625,24.3645038604736,2.82913970947266,1.92078411579132,-7.25333261489868,458.215393066406,5.24802923202515,3.87679529190063,-4699638.5,-8592914,1.64812609000364e-05,177.275039672852,-12.8925676345825,1.53924918174744,0.315741986036301,0.363073378801346,0
"14","TCB016",13.9664,-1.45201,225.63,2.22,0.1,396.73,2.65,0.8,14.62,12.53,0.16,3.62,94.5,3.87,1.29,234.252853393555,47,586.318542480469,682.907470703125,271.252838134766,190.820434570312,80,233.252853393555,223.820434570312,243.252853393555,223.820434570312,2005.34191894531,279.959777832031,14.6814498901367,53,822.157287597656,72.8204193115234,682.1416015625,72.8204193115234,701.109130859375,371.126373291016,8597.228515625,16.6561450958252,2.66432404518127,2.19303011894226,-0.453926503658295,502.110626220703,11.9134101867676,0.907805502414703,689425.375,-2201794.75,1.99718397198012e-06,114.767387390137,-13.799506187439,1.52907621860504,0.50750470161438,0.999985814094543,0
"15","TCB017",14.1275,-1.30542,790.48,7.27,0.12,130.21,7.12,0.86,21.4,24.18,0.39,4,85.6,8.53,2.4,240,47,590.793395996094,675.80322265625,277,197.295425415039,79.2065887451172,238.295425415039,229.40739440918,249,229.295425415039,1686.26245117188,241.05924987793,12.888032913208,52,693.992553710938,66.0501174926758,559.855834960938,66.0732498168945,718.724914550781,370.792999267578,8490.642578125,12.0945701599121,3.434086561203,1.11408805847168,2.88980317115784,408.740417480469,4.43276214599609,6.2753734588623,1543147.875,-818226.5625,0.00185063621029258,144.186538696289,-9.31496906280518,1.45875430107117,0.194921314716339,0.288423955440521,0
"16","TCB018",14.1183,-1.67104,84.99,1.18,0.03,133.96,1.59,0.25,9.88,5.54,0.09,3.73,91.24,2.04,0.76,235.409881591797,48,588.626037597656,669.330505371094,272.063629150391,190.437591552734,81,234.06364440918,226.035934448242,244.409881591797,225.409881591797,2050.64111328125,275.418029785156,15.4330883026123,53,813.387878417969,76.4175338745117,717.795837402344,76.4175338745117,785.360717773438,551.607421875,8227.3583984375,16.3190364837646,3.36606860160828,3.89783978462219,-4.56352043151855,482.454010009766,8.23623085021973,3.71964120864868,2082624.625,-10623610,5.06543219671585e-05,150.708511352539,-11.9054660797119,1.49433040618896,0.285189568996429,0.366209954023361,0
"17","TCB019",14.0757,-1.61633,430.17,8.99,0.42,83.34,1.82,0.56,20.79,1.86,0.46,4.07,93.1,4.63,0.67,234.905380249023,48,587.708679199219,673.401184082031,271.740112304688,190.448806762695,81,233.740112304688,225.905380249023,243.905380249023,224.740112304688,1919.04919433594,283.573669433594,14.9847526550293,54,833.89990234375,67.5922927856445,608.7529296875,75.6476974487305,728.498107910156,520.967651367188,8296.4208984375,12.9047479629517,3.9500412940979,8.2221212387085,-3.57223224639893,480.611968994141,16.8603992462158,2.69965434074402,-3991642,-8804729,2.73857290267188e-06,148.892501831055,-15.2450923919678,1.54274618625641,0.337003022432327,0.309753328561783,0
"18","TCB020",14.184,-1.47721,77.44,18.73,0.06,88.54,14.44,0.98,15.64,46.5,1.22,4.48,99.1,1.36,2.5,239.557037353516,47,590.931457519531,672.845825195312,276.369812011719,195.812789916992,80,237.812789916992,230.557037353516,248.557037353516,228.812789916992,1673.78076171875,238.003082275391,12.8252391815186,52.2557601928711,692.870300292969,63.2324066162109,551.434692382812,66.3386154174805,713.392211914062,502.837097167969,8418.427734375,21.2377414703369,2.86913466453552,1.90974843502045,-0.887227475643158,425.316070556641,8.66290855407715,3.92559432983398,632386.25,-1759980.25,0.000142089062137529,152.334594726562,-12.6816835403442,1.52214312553406,0.288038223981857,0.377891629934311,0
"19","TCB021",14.1203,-1.64032,150.77,12.16,0.16,252.82,3.64,0.82,23.66,10.21,0.14,3.87,92.9,1.65,0.82,227.911163330078,48,588,668.596618652344,264.727722167969,183.704574584961,81,226.911163330078,218.911163330078,236.911163330078,217.911163330078,2335.11181640625,319.185821533203,17.2954196929932,53,949.190551757812,85.1816787719727,796.316040039062,88.1101913452148,682.250122070312,472.902313232422,8388.203125,11.7371263504028,1.3224583864212,68.8232955932617,2.60764360427856,654.733215332031,82.6581115722656,2.53414630889893,4030608.25,1423613.25,6.38485971649061e-07,12.6915836334229,-16.0157299041748,1.56891262531281,0.29072031378746,0.337550818920135,0
"20","TCB022",14.1208,-1.60402,172.96,4.89,0.14,273.56,3.86,0.64,15.3,12.48,0.19,3.8,92.55,2.12,0.66,226.155380249023,48,589,668.369567871094,263.048278808594,182.048278808594,81,225.048278808594,217.155380249023,235.155380249023,216.048278808594,2313.2412109375,326.147338867188,17.2624912261963,53,963.529174804688,82.8608856201172,765.605224609375,89.720085144043,770.288452148438,474.306579589844,8243.3310546875,10.2608919143677,3.11593842506409,71.3202819824219,5.38955688476562,681.716430664062,82.0775680541992,2.17647957801819,1902105.625,5180414,3.28348562561587e-07,3.60218095779419,-15.8853998184204,1.54631066322327,0.337274551391602,0.344164341688156,0
"21","TEA009",9.4264,-0.08148,301.46,2.02,0.3,113.01,3.9,0.53,9.16,10.68,0.39,4.14,87.07,3.15,0.97,250.563354492188,31,491.638122558594,775.718627929688,279.563354492188,217.356735229492,62.712890625,248.850463867188,238.563354492188,260.850463867188,238.563354492188,2389.13623046875,419.357940673828,4.07476854324341,66,1168.40197753906,21.0622119903564,882.101196289062,21.0622119903564,611.822387695312,392.648956298828,8879.1806640625,26.9335918426514,3.61990809440613,2.12166976928711,-5.63050079345703,81.8874664306641,2.44440698623657,1.06256031990051,-15463.666015625,-1997939.875,4.43514682046953e-06,124.790817260742,-11.5506763458252,1.47960412502289,0.915930092334747,0.414078742265701,89
"22","TEA010",9.42468,-0.10581,219.72,2.94,0.13,165.02,3.72,0.81,10.03,8.57,0.22,3.98,86.3,2.84,0.72,247.793395996094,31,492.370971679688,773.752380371094,277.278839111328,214.359039306641,63,246.278854370117,235.793395996094,258.278839111328,235.793395996094,2865.92993164062,504.480285644531,5,66.6920700073242,1406.0576171875,25.2528419494629,1057.87646484375,25.2528419494629,644.280578613281,401.589691162109,8924.416015625,27.6880683898926,3.90759420394897,16.9012470245361,4.04405927658081,138.009735107422,16.4578628540039,0.66979306936264,4949497,1225317.625,2.0688273707492e-06,70.8435134887695,-16.3299293518066,1.56096231937408,0.851152062416077,0.395098775625229,89
"23","TEA011",9.43815,-0.08705,64.37,1.79,0.08,50.34,1.21,0.22,2.78,2.62,0.11,4.16,90.85,0.79,0.46,251.043395996094,31,495.100738525391,771.773132324219,280.181518554688,217.181503295898,63,249.181503295898,239.043395996094,261.181518554688,239.043395996094,2251.421875,396.716003417969,4,66.9940032958984,1104.05334472656,20,832.193176269531,20,613.407348632812,345.246826171875,9018.041015625,23.3227634429932,2.86823964118958,12.9278869628906,1.46620988845825,84.2824096679688,12.982705116272,0.659391283988953,-944021,5235783,1.18130867576838e-06,122.459617614746,-14.5870876312256,1.53903377056122,0.820455193519592,0.410141289234161,89
"24","TEA040",11.335859,-3.376691,626.74,67.71,0.93,299.63,27.9,1.63,5.28,29.36,0.45,4.19,46.14,7.62,4.13,218.490234375,46,499.366851806641,1083.13671875,255.750839233398,164.378326416016,91.260612487793,221.378326416016,201.378326416016,231.378326416016,199.490234375,1707.78332519531,347.195373535156,1,76,866.862854003906,6,634.539794921875,10.4130992889404,655.990112304688,286.001678466797,9134.3779296875,10.0357503890991,1.33333516120911,171.060775756836,5.42996120452881,721.810485839844,199.722366333008,0.513080716133118,3807326.5,28882364,2.9344772656259e-07,21.5190143585205,-17.7252864837646,1.5707448720932,0.131164833903313,0.143897756934166,0
"25","TEA041",11.340918,-3.379055,633.69,288.45,0.46,443.99,90.47,10.34,5.69,15.28,0.68,4.71,48.08,5.4,3.81,217.90966796875,46,499.929962158203,1081.64221191406,254.936264038086,163.892807006836,91.0434494018555,220.90966796875,200.892807006836,230.521591186523,198.90966796875,1696.53576660156,347.211700439453,1,76,866.412109375,5.98313760757446,630.46044921875,10.170654296875,654.970153808594,274.347930908203,9118.4951171875,8.77536392211914,2.7293062210083,155.116821289062,6.08921241760254,719.451171875,194.23713684082,0.502916574478149,1487175.25,27587646,2.78332066727671e-07,11.2494087219238,-17.4810638427734,1.57074105739594,0.130252420902252,0.142909273505211,0
"26","TEA042",11.345097,-3.367422,634.74,84.35,1.81,971.53,58.62,5.93,7.03,49.88,0.91,4.22,20.49,12.43,4.68,231.062957763672,46,497.861999511719,1097.40759277344,268.114044189453,176.114044189453,92,234.002136230469,213.114044189453,243.114044189453,212.062957763672,1281.587890625,259.915679931641,1,76,647.353332519531,5.0510950088501,483.880096435547,7.91309928894043,689.515014648438,361.553466796875,8903.009765625,13.5747880935669,3.33164763450623,62.2685127258301,5.26249742507935,446.029602050781,135.782928466797,0.573925971984863,19798702,1795215,6.28799000423896e-07,199.753402709961,-17.6344661712646,1.57076394557953,0.136423259973526,0.148395627737045,0
"27","TEA043",11.341747,-3.373749,324.97,68.52,0.39,385.58,41.34,3.98,6.94,25.31,0.31,5.04,57.25,2.44,1.35,222.749862670898,46,499.259857177734,1087.89221191406,259.946533203125,168.403091430664,91.5434494018555,225.749862670898,205.403091430664,235.111770629883,203.749862670898,1531.70593261719,313.471984863281,1,76,781.352783203125,5.65323257446289,572.790405273438,9.33046436309814,671.22119140625,311.263305664062,9022.025390625,11.7947578430176,4.44548559188843,91.7358093261719,0.229458168148994,598.051147460938,95.780158996582,0.736824214458466,397536.46875,-1091620.25,1.0610924618959e-06,80.0712432861328,-16.9597549438477,1.57076191902161,0.132262468338013,0.144691795110703,0
"28","TEA044",11.345342,-3.361845,997.27,13.4,0.15,672.12,8.85,2.31,2.56,33.99,0.65,3.88,3.72,7.44,6.95,234.83805847168,46,497,1100.68273925781,271.876647949219,179.876647949219,92,237.726135253906,216.876647949219,246.876647949219,215.833190917969,1198.00158691406,241.197311401367,1,75.9614105224609,600.961486816406,5,453.197235107422,7,686.096984863281,364.142364501953,8869.5107421875,11.7693948745728,2.53989219665527,17.6017169952393,0.532546043395996,369.774475097656,62.6735610961914,1.11585867404938,1342066.625,4514632.5,4.19161187892314e-06,265.0712890625,-16.0269374847412,1.57074522972107,0.138569489121437,0.15031424164772,27
"29","TEA045",11.347917,-3.360503,375.13,28.24,3.63,235.5,35.25,193.71,3.38,59.3,0.51,4.17,41.76,6.43,3.48,237.49836730957,46,496.725799560547,1102.47521972656,274.677947998047,182.677932739258,92.2742004394531,240.110290527344,219.677932739258,249.677932739258,218.110290527344,1158.22741699219,232.240386962891,1,75.7065505981445,578.827819824219,5,438.490661621094,7,674.087829589844,355.757690429688,8860.841796875,12.6480684280396,2.38476753234863,10.0683536529541,-1.20660245418549,306.369750976562,10.6360454559326,1.14701926708221,1601898,-3853523.25,6.01106103204074e-06,312.393951416016,-14.2868614196777,1.52736306190491,0.139784410595894,0.151228010654449,27
"30","TEA046",11.350232,-3.35482,618.63,10.4,1.45,393.19,15.49,2.84,3.03,40.13,0.51,3.82,40.87,12.51,5.06,240.291900634766,46,497.027709960938,1102.60925292969,277.65380859375,185.638092041016,92,242.65380859375,222.638092041016,252.65380859375,220.65380859375,1121.00842285156,222.9951171875,1,75,555.6826171875,5,425.861297607422,7,696.56591796875,342.363098144531,8852.1806640625,13.6343040466309,2.41748833656311,14.6251077651978,1.99432444572449,280.835906982422,9.85723304748535,0.601760149002075,-944282.4375,4421902,5.78888716518122e-07,322.460815429688,-16.3401889801025,1.56622111797333,0.143255233764648,0.154154002666473,27
"31","TEA047",10.8075,-1.572222,413.14,4.04,0.85,126.66,8.62,1.27,2.82,14.61,0.27,4.2,57.97,5.14,2.24,251,44,549.919799804688,752.059020996094,286,206.919830322266,79.0801773071289,251,239,261,239,1980.65368652344,348.177062988281,3,67,967.020629882812,13,718.434814453125,13,726.036987304688,839.596313476562,8294.6689453125,65.758430480957,3.68167352676392,0.597129285335541,1.71674883365631,107.886703491211,3.79419112205505,1.13805639743805,382825.03125,-520731.3125,1.20724689622875e-05,285.612457275391,-11.5278577804565,1.45233249664307,0.262490004301071,0.421246588230133,0
"32","TEA048",11.028,-2.006906,426.39,279.12,13.11,460.29,97.16,103.35,7.4,88.98,4.3,4.73,36.26,7.73,4.84,252,44,539.816528320312,809.206604003906,288,206,82,252.793426513672,239,262,239,1685.10290527344,300.339904785156,3,68.1834564208984,832.019714355469,13,598.015563964844,13,786.448181152344,929.98486328125,8268.3935546875,67.4874420166016,4.28590965270996,4.11231470108032,-4.89364671707153,105.048515319824,3.32624959945679,1.18332064151764,-1110639.125,-1704278.625,1.60799827426672e-05,180.840255737305,-13.5583591461182,1.51608037948608,0.842254400253296,0.629980087280273,0
"33","TEA049",11.1037,-2.046364,80.57,611.58,3.43,355.16,131.19,534.21,2.5,168.94,1.68,5.37,34.77,2.86,6.76,251.145614624023,44,538.854370117188,811.558471679688,286.150482177734,204.150482177734,82,251.150482177734,237.150482177734,261.145629882812,237.150482177734,1892.13317871094,338.949188232422,3.88808917999268,69,936.410888671875,13.8880891799927,673.865417480469,13.8880891799927,752.806335449219,901.5185546875,8204.25390625,68.7960968017578,3.48215270042419,28.1889400482178,7.23102140426636,146.039962768555,21.6810684204102,0.515385091304779,2652962.5,2391308.25,3.54011916670061e-07,138.676971435547,-15.7732057571411,1.56085729598999,0.51518440246582,0.72138500213623,0
"34","TJK016",9.87217,-0.122517,113.86,376.87,1.07,91.11,71.31,56.75,1.3,24.5,1.22,5.09,63.97,6.2,3.06,246.580978393555,40,563.068481445312,661.633483886719,279.580993652344,208.580978393555,71,245.374374389648,236.580978393555,256.374359130859,236.580978393555,2529.04125976562,454.276916503906,4.86188793182373,67,1316.53393554688,24.9988842010498,887.229553222656,24.9988842010498,685.576354980469,684.537719726562,8706.974609375,49.2272834777832,4.06598424911499,152.865097045898,5.38878059387207,211.799621582031,160.590591430664,0.517677366733551,-232495.015625,23704736,3.09709122348067e-07,37.9502449035645,-17.4671421051025,1.57074785232544,0.51932829618454,0.460750371217728,49
"35","TJK018",9.87158,-0.105115,151.63,165.84,3.21,304.93,93.51,102.11,1.42,25.43,1.73,4.48,65.47,6.13,2.9,251.931503295898,40,561.138122558594,669.379028320312,284.931488037109,213.821929931641,71,250.793395996094,241.821929931641,261.615325927734,241.821929931641,2185.85766601562,391.880401611328,4,67,1131.22216796875,21.7237758636475,773.924072265625,21.7237758636475,715.492614746094,737.590148925781,8690.9365234375,52.0542030334473,3.22573661804199,0.912074685096741,0.101083919405937,33.710521697998,1.55790328979492,1.08101344108582,433227.46875,-2074000.125,1.51841895785765e-05,225.01708984375,-12.5787305831909,1.48335576057434,0.511511862277985,0.460212767124176,49
"36","TJK021",9.66579,-0.165863,485.24,1369.26,0.72,797.27,398.66,41.84,4.73,113.44,2.71,4.81,35.92,17.85,11.91,252.611877441406,37,536.441223144531,709.910705566406,284.102172851562,215.89128112793,68,251.102172851562,241.611877441406,262.434661865234,241.611877441406,2468.51440429688,448.14892578125,4,67.6118850708008,1264.10388183594,22,895.623779296875,22,645.903503417969,589.473937988281,8690.2314453125,41.4528694152832,4.51213312149048,5.52365779876709,0.574879229068756,31.1239261627197,9.26490020751953,1.60613560676575,1721061.25,-3111531.5,0.000157897593453526,190.833465576172,-14.6077642440796,1.55077469348907,0.549696683883667,0.38474103808403,89
"37","TJK022",9.67598,-0.15812,191.58,257.78,0.28,68.38,13.75,3.63,77.61,8.66,0.42,5.01,92,2.25,1.17,252.543395996094,37,538.276245117188,707.613891601562,284.543395996094,215.543395996094,68,251.196640014648,241.543395996094,262.543395996094,241.543395996094,2432.73852539062,438.619445800781,4,67,1243.3251953125,22,877.105102539062,22,630.34228515625,577.855712890625,8729.7119140625,40.9053230285645,3.562824010849,28.2193775177002,6.41485023498535,57.2978935241699,35.1339721679688,0.496600896120071,1347213.125,4362680,2.9724395744779e-07,165.06201171875,-15.9760103225708,1.5608423948288,0.554829180240631,0.390955895185471,89
"38","TJK023",9.65777,-0.151157,202.04,16.22,0.28,176.9,19.06,3.77,4.83,23.44,0.56,4.23,89.02,2.95,1.06,252.293395996094,36.2742462158203,535.820495605469,710.650146484375,283.567626953125,216,68,250.567642211914,241.293395996094,262.179534912109,241.293395996094,2489.15454101562,453.084259033203,4,67.7066116333008,1270.50817871094,22,911.865173339844,22,662.064636230469,552.712707519531,8792.15234375,39.0274658203125,2.45845437049866,12.744987487793,-0.474711328744888,49.0560302734375,27.4278106689453,0.631902515888214,2287.6494140625,-661947.125,7.34850686967548e-07,170.540603637695,-15.5525016784668,1.5513334274292,0.574345946311951,0.388267934322357,89
"39","TJK025",9.68532,-0.17723,181.56,50,0.42,239.65,17.89,2.36,7.23,30.48,0.45,4.07,90.37,3.06,1.34,251.293395996094,37,539.382385253906,703.911010742188,283,214.293395996094,68.8938293457031,249.549102783203,240.293395996094,260.549102783203,240.293395996094,2592.71899414062,466.744232177734,4.81278276443481,67,1326.14599609375,24.8127822875977,930.083251953125,24.8127822875977,677.728515625,586.325927734375,8768.0048828125,42.4826316833496,4.01140785217285,11.6279850006104,-0.0150809986516833,62.933536529541,19.8932704925537,0.707571625709534,306644.25,-200646.921875,1.33254604861577e-06,162.295104980469,-15.8614282608032,1.54810297489166,0.52740889787674,0.385907858610153,89
"40","TJK026",9.68198,-0.17437,197.41,6.4,0.09,185.32,5.72,0.72,3.08,11.04,0.26,4.3,89.11,3.39,1.25,251.543395996094,37,539.108703613281,704.434692382812,283,214.543395996094,68.6675109863281,249.822784423828,240.543395996094,260.822784423828,240.543395996094,2586.74536132812,465.673187255859,4.78910160064697,67,1322.95654296875,24.7891006469727,928.1201171875,24.7891006469727,688.447448730469,567.444274902344,8769.220703125,41.2562980651855,2.76570653915405,11.5368747711182,-0.687613368034363,60.5113754272461,22.067403793335,0.676149427890778,3121510,-4079646,8.39613051084598e-07,164.326705932617,-16.0003395080566,1.56178689002991,0.530859649181366,0.386132538318634,89
"41","TJK027",12.5835,-1.65073,680.76,8.16,0.25,790.72,10.67,2.54,3.77,34.86,0.72,3.86,41.73,12.19,5.03,224.275100708008,45,559.638061523438,717.219665527344,260.109832763672,180.109848022461,80,223.275100708008,213.109848022461,233.275100708008,213.109848022461,1787.07250976562,278.454803466797,4,62,782.520874023438,23.276123046875,670.341552734375,23.276123046875,796.281372070312,443.167419433594,8255.33203125,21.2810974121094,2.97327780723572,47.6667442321777,2.26715421676636,708.821044921875,44.6088256835938,0.548854470252991,3686472,6946452,4.90009711029415e-07,40.8146743774414,-17.1610717773438,1.55618000030518,0.39600545167923,0.318758547306061,49
"42","TJK028",12.5898,-1.65778,661.78,7.09,0.38,546.57,10.35,1.99,2.78,28.98,0.63,4.05,40.55,13.18,4.5,223.698776245117,45,560.388061523438,717.379211425781,259.487884521484,179.487899780273,80,222.875961303711,212.487899780273,232.875961303711,212.487899780273,1856.52758789062,290.682708740234,4,62,818.314514160156,24,690.773681640625,24,772.307983398438,425.722442626953,8265.53515625,21.6340389251709,3.93649864196777,28.3651084899902,0.50318843126297,693.798095703125,26.8216018676758,0.601556062698364,-938039.625,1244736.25,7.32880153009319e-07,63.4602279663086,-17.0328712463379,1.56937050819397,0.423101365566254,0.313292622566223,49
